,freesound_id,id,path,start_sample,end_sample,loudness,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12
31,,None_f31,acid_bass_trimmed.wav,126976,131072,0.026282690465450287,-655.14795,193.29199,11.567707,46.372837,11.545586,22.1916,8.816517,13.885994,6.478836,8.989597,4.2082825,5.8404465,2.6706486
32,,None_f32,acid_bass_trimmed.wav,131072,135168,0.02898833528161049,-765.57983,266.63242,0.14260864,57.886215,19.762402,22.074814,17.232948,12.331398,11.24469,7.4287224,6.948498,6.0371704,6.5939445
33,,None_f33,acid_bass_trimmed.wav,135168,139264,0.017062565311789513,-642.85925,177.89458,12.353493,38.599564,12.377979,19.755117,9.443703,11.809748,5.395954,5.778015,2.503416,4.701769,4.5680904
34,,None_f34,acid_bass_trimmed.wav,139264,143360,0.006890702992677689,-808.86005,288.75287,-29.28313,42.22734,21.665306,6.601303,20.739311,2.2560196,10.840969,2.5241127,3.3166962,5.481327,3.0955086
35,,None_f35,acid_bass_trimmed.wav,143360,147456,0.018719011917710304,-802.6737,237.66943,36.029984,31.50074,17.71608,23.057594,11.974812,15.019901,11.635075,10.507826,4.0111885,2.1083374,2.1744995
36,,None_f36,acid_bass_trimmed.wav,147456,151552,0.02609112858772278,-840.1982,297.7979,20.076035,50.873055,22.782257,11.988388,18.120625,14.104706,24.347939,15.746353,6.829132,-2.9392967,3.2857857
37,,None_f37,acid_bass_trimmed.wav,151552,155648,0.012204374186694622,-926.21844,302.44986,53.93252,15.895416,39.50608,12.240326,9.26593,23.258831,19.336155,16.540874,7.9254837,-4.0176544,3.550045
38,,None_f38,acid_bass_trimmed.wav,155648,159744,0.006222449708729982,-685.7604,179.9678,7.2716713,40.77221,6.6367645,19.5162,7.3967934,13.456028,4.4733963,5.2397785,-1.0064049,0.68502426,-2.14262
39,,None_f39,acid_bass_trimmed.wav,159744,163840,0.024948930367827415,-716.0888,196.58452,17.355072,58.24981,15.470844,25.67618,16.7112,22.696798,19.772877,19.357155,8.86861,-0.8372917,-6.8763695
40,,None_f40,acid_bass_trimmed.wav,163840,167936,0.0192835982888937,-712.96674,195.39914,36.01835,53.591316,23.11916,19.765528,5.101116,7.105524,7.307106,16.360079,12.615532,2.7640038,-5.583618
41,,None_f41,acid_bass_trimmed.wav,167936,172032,0.019267026335000992,-794.756,273.60132,17.555435,59.19954,17.465527,20.442856,9.258129,10.572899,9.116241,12.987352,10.88488,3.7585526,0.006023407
42,,None_f42,acid_bass_trimmed.wav,172032,176128,0.023870378732681274,-712.69495,192.03549,45.43232,51.16182,23.736366,23.924421,11.829098,12.997915,9.486416,11.3672905,6.8414116,5.892832,4.1341705
43,,None_f43,acid_bass_trimmed.wav,176128,180224,0.014150644652545452,-796.65125,255.18777,1.5002518,65.99921,17.061611,27.675468,13.495483,12.741425,11.158447,7.1743736,5.6757584,0.88347244,3.253891
44,,None_f44,acid_bass_trimmed.wav,180224,184320,0.006532426457852125,-892.80695,279.53497,14.3395,39.271698,41.406578,11.229195,21.725006,10.745205,9.571766,10.338497,2.316269,3.3895378,1.805336
45,,None_f45,acid_bass_trimmed.wav,184320,188416,0.03466697037220001,-845.25256,295.41177,18.539726,45.857285,23.63372,18.441643,19.687927,10.388348,15.085476,8.074028,10.949364,9.103729,10.522476
46,,None_f46,acid_bass_trimmed.wav,188416,192512,0.027248866856098175,-889.0984,299.3379,62.086586,28.141853,40.23605,18.069336,14.676838,15.796726,10.323559,9.470812,8.537571,7.7751904,7.854084
47,,None_f47,acid_bass_trimmed.wav,192512,196608,0.013537631370127201,-878.4958,241.76466,55.168453,56.77641,23.37635,24.746452,14.869507,15.621267,10.632359,11.727076,7.1777344,7.0719337,6.04245
48,,None_f48,acid_bass_trimmed.wav,196608,200704,0.024822847917675972,-840.0501,278.87244,22.436245,49.865005,16.415462,22.888054,14.206291,14.978367,12.719334,11.231537,11.307632,9.3362465,10.507881
49,,None_f49,acid_bass_trimmed.wav,200704,204800,0.03254939615726471,-632.7208,163.14742,24.864626,38.80178,16.991241,22.095638,12.332062,13.88254,9.398479,10.663834,7.1098824,7.7004833,5.6714725
50,,None_f50,acid_bass_trimmed.wav,204800,208896,0.023072749376296997,-696.4443,222.28075,-12.3724785,54.907845,6.612068,28.471668,6.833355,15.843529,5.0696945,11.027903,3.6566162,7.703411,3.2988815
51,,None_f51,acid_bass_trimmed.wav,208896,212992,0.02296733856201172,-803.93787,276.04935,-17.299004,67.74959,38.072884,32.715576,17.285255,7.3056564,15.257259,-1.8420944,11.352188,4.1820755,5.3751717
52,,None_f52,acid_bass_trimmed.wav,212992,217088,0.012997816316783428,-700.73645,216.14505,-1.5462418,53.385647,11.984245,27.463581,10.019112,16.771242,7.405979,10.75914,3.7860718,6.0507126,1.7734413
53,,None_f53,acid_bass_trimmed.wav,217088,221184,0.006252877879887819,-834.24384,285.39096,-18.02964,42.91005,30.315697,9.412987,24.56633,6.5607758,13.548046,7.8767967,4.4271317,6.608944,0.85634995
54,,None_f54,acid_bass_trimmed.wav,221184,225280,0.028631135821342468,-823.20984,283.79456,35.86331,45.901443,25.973541,17.99496,10.740284,9.411888,11.7547455,14.167181,19.003044,15.357592,9.910679
55,,None_f55,acid_bass_trimmed.wav,225280,229376,0.02388090081512928,-893.5558,297.73303,57.94606,28.688156,41.153416,16.282967,7.552635,12.905714,7.283081,15.902479,18.762226,13.831894,10.609814
56,,None_f56,acid_bass_trimmed.wav,229376,233472,0.010830476880073547,-926.3518,268.53772,64.839966,42.168823,23.013756,23.967537,10.219482,9.245979,10.755505,15.014263,16.649712,14.417255,7.3957443
57,,None_f57,acid_bass_trimmed.wav,233472,237568,0.015746355056762695,-930.35284,265.0798,48.02029,40.43718,24.572014,17.877907,16.976433,10.150089,11.108974,9.030994,10.307617,8.266819,6.2950363
58,,None_f58,acid_bass_trimmed.wav,237568,241664,0.03429015353322029,-855.15497,308.3805,40.242725,35.014587,31.464355,11.98114,19.284813,11.34511,12.869125,9.565525,7.722538,7.0484085,6.217621
59,,None_f59,acid_bass_trimmed.wav,241664,245760,0.02140091173350811,-928.24695,314.28488,71.90431,17.729584,42.492577,21.228462,9.370636,17.686413,9.924557,5.495861,9.435593,5.3960686,3.9190178
60,,None_f60,acid_bass_trimmed.wav,245760,249856,0.02725222148001194,-825.59094,296.13464,35.126247,42.607437,24.405064,17.258457,17.007915,13.261215,11.213753,10.651798,5.6894913,6.23629,3.0870132
61,,None_f61,acid_bass_trimmed.wav,249856,253952,0.02185830846428871,-740.2485,209.741,35.553623,56.20144,22.793373,27.09966,13.718967,15.379911,8.777454,10.674213,7.021515,7.0610886,2.293373
62,,None_f62,acid_bass_trimmed.wav,253952,258048,0.009668752551078796,-881.2569,286.44363,17.141441,45.034317,40.651634,11.378479,24.324997,10.088497,10.203426,11.748501,5.5284348,8.394146,2.1681862
63,,None_f63,acid_bass_trimmed.wav,258048,262144,0.02313409559428692,-829.3057,272.9877,32.454605,44.924713,18.383518,22.630524,14.113182,14.240423,9.431236,9.439831,7.028267,7.291233,3.405529
64,,None_f64,acid_bass_trimmed.wav,262144,266240,0.038163356482982635,-869.401,327.97565,43.708096,30.424469,38.486366,7.954445,17.392014,13.089169,7.5841637,13.193806,7.6614685,7.4863815,6.8829384
65,,None_f65,acid_bass_trimmed.wav,266240,270336,0.023124510422348976,-807.1372,219.76534,61.992638,54.599453,23.165665,23.82124,13.673775,13.912306,8.56493,9.717865,6.5283623,7.1102695,5.0148697
66,,None_f66,acid_bass_trimmed.wav,270336,274432,0.012100243009626865,-672.7654,192.42584,4.996666,45.482872,9.191574,21.562674,7.3403625,12.768841,5.0297585,8.043549,3.047367,4.9232388,1.445343
67,,None_f67,acid_bass_trimmed.wav,274432,278528,0.025485379621386528,-793.32526,266.8748,-6.0197372,62.328056,9.875187,21.582169,9.583649,13.365902,15.987133,16.916344,17.017746,7.56509,4.301197
68,,None_f68,acid_bass_trimmed.wav,278528,282624,0.021304665133357048,-628.4598,188.46207,9.486786,42.99758,11.463264,20.387918,8.604351,12.465353,6.289406,8.401257,4.5464287,5.9303017,3.3556557
69,,None_f69,acid_bass_trimmed.wav,282624,286720,0.030835626646876335,-769.76636,278.32193,-9.221817,49.968494,17.697582,17.58556,15.975182,13.945181,15.759075,14.637749,13.756496,7.956051,4.2160683
70,,None_f70,acid_bass_trimmed.wav,286720,290816,0.03661513328552246,-790.3093,254.64003,39.515396,36.207317,20.677021,23.644733,11.057304,15.785175,13.2539215,14.905691,10.455864,8.299974,3.4849129
71,,None_f71,acid_bass_trimmed.wav,290816,294912,0.02063881605863571,-881.6665,287.8116,37.916134,30.331238,33.98354,16.448635,19.971481,14.147863,13.638813,14.148804,8.5086975,6.596138,5.6225853
72,,None_f72,acid_bass_trimmed.wav,294912,299008,0.013949078507721424,-919.65344,256.97495,54.12898,36.918865,20.05381,26.111977,14.641911,16.179962,13.127541,13.1904545,9.148979,7.53603,3.7773705
73,,None_f73,acid_bass_trimmed.wav,299008,303104,0.02601480297744274,-824.7706,272.8105,37.261364,65.87198,18.049568,24.565533,9.110821,13.941399,8.869202,10.299536,7.203331,6.5032005,5.7619286
74,,None_f74,acid_bass_trimmed.wav,303104,307200,0.014682017266750336,-904.87634,284.89636,49.542976,46.32696,36.767704,13.316929,16.957874,10.409332,12.003445,7.572529,8.796852,4.338768,6.728237
75,,None_f75,acid_bass_trimmed.wav,307200,311296,0.0059084706008434296,-798.33374,203.58084,25.50549,58.898396,20.016277,25.613914,4.825985,5.5387573,-1.3684883,7.396002,8.574966,10.862694,3.2701874
76,,None_f76,acid_bass_trimmed.wav,311296,315392,0.02588820271193981,-814.0099,275.75226,28.144695,46.595577,22.729782,20.102257,17.18378,13.039976,11.47382,8.444864,8.301678,5.825783,5.7058372
77,,None_f77,acid_bass_trimmed.wav,315392,319488,0.029361901804804802,-807.436,241.95964,60.105976,50.45472,20.729778,21.995712,13.413498,16.84011,9.759586,6.6034985,5.533703,9.685192,4.955929
78,,None_f78,acid_bass_trimmed.wav,319488,323584,0.023557180538773537,-886.261,283.9203,37.03407,48.810333,26.311684,16.39943,19.997513,11.605213,13.516857,4.6795006,6.8593903,7.1822243,5.165802
79,,None_f79,acid_bass_trimmed.wav,323584,327680,0.034058552235364914,-696.4321,172.26303,33.532192,41.18487,17.562206,21.963184,14.683853,17.548166,12.090973,11.034311,6.617342,8.33761,8.377441
